A0A0H2VCA1	PGA_scaffold53906__1_contigs__length_4067:460-2508	Autotransporter adhesin UpaG
A2AV25	PGA_scaffold4__129_contigs__length_65288255:7319930-7320152	Fibrinogen C domain-containing protein 1
A2AVA0	PGA_scaffold103883__1_contigs__length_1079:419-635	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 (Polydom)
A2AVA0	PGA_scaffold103888__1_contigs__length_1079:444-660	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 (Polydom)
A2AVA0	PGA_scaffold117771__1_contigs__length_1079:444-660	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 (Polydom)
A2AVA0	PGA_scaffold117776__1_contigs__length_1079:419-635	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 (Polydom)
A2AVA0	PGA_scaffold11781__1_contigs__length_7816:101-215	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 (Polydom)
A2AVA0	PGA_scaffold263734__1_contigs__length_2565:1350-2531	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 (Polydom)
A2AVA0	PGA_scaffold263739__1_contigs__length_2565:34-1215	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 (Polydom)
A2AVA0	PGA_scaffold270456__1_contigs__length_2570:1353-2536	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 (Polydom)
A2AVA0	PGA_scaffold270461__1_contigs__length_2570:34-1217	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 (Polydom)
A2AVA0	PGA_scaffold310717__1_contigs__length_16369:11118-14593	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 (Polydom)
A2AVA0	PGA_scaffold310717__1_contigs__length_16369:11785-14389	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 (Polydom)
A2AVA0	PGA_scaffold310723__1_contigs__length_16369:1776-5251	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 (Polydom)
A2AVA0	PGA_scaffold310723__1_contigs__length_16369:1980-4584	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 (Polydom)
A2AVA0	PGA_scaffold310737__1_contigs__length_3517:2-2015	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 (Polydom)
A2AVA0	PGA_scaffold310750__1_contigs__length_3517:1502-3515	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 (Polydom)
A2AVA0	PGA_scaffold310821__1_contigs__length_16369:11118-14593	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 (Polydom)
A2AVA0	PGA_scaffold310821__1_contigs__length_16369:11785-14389	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 (Polydom)
A2AVA0	PGA_scaffold310827__1_contigs__length_16369:1776-5251	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 (Polydom)
A2AVA0	PGA_scaffold310827__1_contigs__length_16369:1980-4584	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 (Polydom)
A2AVA0	PGA_scaffold310841__1_contigs__length_3517:2-2015	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 (Polydom)
A2AVA0	PGA_scaffold310854__1_contigs__length_3517:1502-3515	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 (Polydom)
A2AVA0	PGA_scaffold31570__1_contigs__length_2275:343-535	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 (Polydom)
A2AVA0	PGA_scaffold32172__1_contigs__length_2759:2402-2594	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 (Polydom)
A2AVA0	PGA_scaffold38094__1_contigs__length_8227:7087-8044	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 (Polydom)
A2AVA0	PGA_scaffold3__111_contigs__length_57743597:55968985-55975326	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 (Polydom)
A2AVA0	PGA_scaffold71239__1_contigs__length_9693:8128-8881	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 (Polydom)
A2AX52	PGA_scaffold103913__1_contigs__length_2337:74-2278	Collagen alpha-4(VI) chain
A2AX52	PGA_scaffold103915__1_contigs__length_2337:59-2263	Collagen alpha-4(VI) chain
A2AX52	PGA_scaffold103987__1_contigs__length_2337:74-2278	Collagen alpha-4(VI) chain
A2AX52	PGA_scaffold103989__1_contigs__length_2337:59-2263	Collagen alpha-4(VI) chain
A2AX52	PGA_scaffold6__104_contigs__length_61759565:2126513-2136672	Collagen alpha-4(VI) chain
A2BFP5	PGA_scaffold159480__1_contigs__length_2303:1072-2209	Solute carrier family 12 member 9
A2BFP5	PGA_scaffold159481__1_contigs__length_2726:1495-2632	Solute carrier family 12 member 9
A2BFP5	PGA_scaffold159484__1_contigs__length_2303:94-1231	Solute carrier family 12 member 9
A2BFP5	PGA_scaffold159485__1_contigs__length_2726:94-1231	Solute carrier family 12 member 9
A2BFP5	PGA_scaffold159504__1_contigs__length_2303:1072-2209	Solute carrier family 12 member 9
A2BFP5	PGA_scaffold159505__1_contigs__length_2726:1495-2632	Solute carrier family 12 member 9
A2BFP5	PGA_scaffold159508__1_contigs__length_2303:94-1231	Solute carrier family 12 member 9
A2BFP5	PGA_scaffold159509__1_contigs__length_2726:94-1231	Solute carrier family 12 member 9
A2BGA0	PGA_scaffold23295__1_contigs__length_10805:4311-8172	Transcription factor RFX4 (Regulatory factor X 4)
A2BGA0	PGA_scaffold23295__1_contigs__length_10805:85-4288	Transcription factor RFX4 (Regulatory factor X 4)
A2BGA0	PGA_scaffold41461__1_contigs__length_13505:5024-10386	Transcription factor RFX4 (Regulatory factor X 4)
A2BGA0	PGA_scaffold41461__1_contigs__length_13505:515-4998	Transcription factor RFX4 (Regulatory factor X 4)
A2BGL3	PGA_scaffold61204__1_contigs__length_22388:15180-15531	WSC domain-containing protein 2
A2BGL3	PGA_scaffold66000__1_contigs__length_8207:4616-4967	WSC domain-containing protein 2
A2BGR3	PGA_scaffold170491__1_contigs__length_2597:1-390	DNA excision repair protein ERCC-6-like (EC 3.6.4.12) (ATP-dependent helicase ERCC6-like)
A2BGR3	PGA_scaffold170492__1_contigs__length_2597:2207-2596	DNA excision repair protein ERCC-6-like (EC 3.6.4.12) (ATP-dependent helicase ERCC6-like)
A2BGR3	PGA_scaffold171720__1_contigs__length_2597:1-390	DNA excision repair protein ERCC-6-like (EC 3.6.4.12) (ATP-dependent helicase ERCC6-like)
A2BGR3	PGA_scaffold171722__1_contigs__length_2597:2207-2596	DNA excision repair protein ERCC-6-like (EC 3.6.4.12) (ATP-dependent helicase ERCC6-like)
A2BGT0	PGA_scaffold6__104_contigs__length_61759565:52002732-52019396	Ubiquitin carboxyl-terminal hydrolase 30 (EC 3.4.19.12) (Deubiquitinating enzyme 30) (Ubiquitin thioesterase 30) (Ubiquitin-specific-processing protease 30) (Ub-specific protease 30)
A2BIR6	PGA_scaffold43790__1_contigs__length_16731:122-1165	Carbohydrate deacetylase (EC 3.5.1.-)
A2CEA7	PGA_scaffold172178__1_contigs__length_4927:77-2314	Ras-specific guanine nucleotide-releasing factor 2 (Ras-GRF2) (Ras guanine nucleotide exchange factor 2)
A2CEA7	PGA_scaffold172179__1_contigs__length_4989:77-2964	Ras-specific guanine nucleotide-releasing factor 2 (Ras-GRF2) (Ras guanine nucleotide exchange factor 2)
A2CEA7	PGA_scaffold172180__1_contigs__length_4927:2613-4850	Ras-specific guanine nucleotide-releasing factor 2 (Ras-GRF2) (Ras guanine nucleotide exchange factor 2)
A2CEA7	PGA_scaffold172181__1_contigs__length_4989:2025-4912	Ras-specific guanine nucleotide-releasing factor 2 (Ras-GRF2) (Ras guanine nucleotide exchange factor 2)
A2CEA7	PGA_scaffold221619__1_contigs__length_4927:77-2314	Ras-specific guanine nucleotide-releasing factor 2 (Ras-GRF2) (Ras guanine nucleotide exchange factor 2)
A2CEA7	PGA_scaffold221620__1_contigs__length_4989:77-2964	Ras-specific guanine nucleotide-releasing factor 2 (Ras-GRF2) (Ras guanine nucleotide exchange factor 2)
A2CEA7	PGA_scaffold221621__1_contigs__length_4927:2613-4850	Ras-specific guanine nucleotide-releasing factor 2 (Ras-GRF2) (Ras guanine nucleotide exchange factor 2)
A2CEA7	PGA_scaffold221622__1_contigs__length_4989:2025-4912	Ras-specific guanine nucleotide-releasing factor 2 (Ras-GRF2) (Ras guanine nucleotide exchange factor 2)
A2CG49	PGA_scaffold38721__1_contigs__length_4461:3912-4430	Kalirin (EC 2.7.11.1) (Protein Duo) (Serine/threonine-protein kinase with Dbl- and pleckstrin homology domain)
A2CG49	PGA_scaffold68790__1_contigs__length_2455:1028-2155	Kalirin (EC 2.7.11.1) (Protein Duo) (Serine/threonine-protein kinase with Dbl- and pleckstrin homology domain)
A2CG49	PGA_scaffold92315__1_contigs__length_12077:2163-2430	Kalirin (EC 2.7.11.1) (Protein Duo) (Serine/threonine-protein kinase with Dbl- and pleckstrin homology domain)
A2CG49	PGA_scaffold92318__1_contigs__length_12077:9647-9914	Kalirin (EC 2.7.11.1) (Protein Duo) (Serine/threonine-protein kinase with Dbl- and pleckstrin homology domain)
A2RRS8	PGA_scaffold18__69_contigs__length_27737463:9872808-9877087	Centrosomal protein of 78 kDa (Cep78)
A2RSY1	PGA_scaffold12__71_contigs__length_50438331:26339283-26368035	KAT8 regulatory NSL complex subunit 3 (NSL complex protein NSL3) (Non-specific lethal 3 homolog)
A2RT62	PGA_scaffold60319__1_contigs__length_11321:5672-11219	F-box/LRR-repeat protein 16 (F-box and leucine-rich repeat protein 16)
A2RU49	PGA_scaffold12__71_contigs__length_50438331:38941968-38955768	Hydroxylysine kinase (5-hydroxy-L-lysine kinase) (EC 2.7.1.81) (Aminoglycoside phosphotransferase domain-containing protein 1)
A2RUV9	PGA_scaffold67749__1_contigs__length_26117:307-5193	Adipocyte enhancer-binding protein 1 (AE-binding protein 1) (Aortic carboxypeptidase-like protein)
A2RVM0	PGA_scaffold307378__1_contigs__length_10350:544-5469	Short-chain dehydrogenase TIC 32, chloroplastic (EC 1.1.1.-) (Translocon at the inner envelope membrane of chloroplasts 32) (AtTIC32)
A2RVM0	PGA_scaffold307379__1_contigs__length_10987:544-5469	Short-chain dehydrogenase TIC 32, chloroplastic (EC 1.1.1.-) (Translocon at the inner envelope membrane of chloroplasts 32) (AtTIC32)
A2RVM0	PGA_scaffold307380__1_contigs__length_10350:4881-9806	Short-chain dehydrogenase TIC 32, chloroplastic (EC 1.1.1.-) (Translocon at the inner envelope membrane of chloroplasts 32) (AtTIC32)
A2RVM0	PGA_scaffold307381__1_contigs__length_10987:5518-10443	Short-chain dehydrogenase TIC 32, chloroplastic (EC 1.1.1.-) (Translocon at the inner envelope membrane of chloroplasts 32) (AtTIC32)
A2T7G6	PGA_scaffold8459__1_contigs__length_1403:850-1012	Zinc finger and SCAN domain-containing protein 4
A2T812	PGA_scaffold18__69_contigs__length_27737463:16116829-16118473	Zinc finger protein 287
A2VCV0	PGA_scaffold107236__1_contigs__length_4248:420-3150	Opioid growth factor receptor-like protein 1
A2VCV0	PGA_scaffold107237__1_contigs__length_4265:418-3071	Opioid growth factor receptor-like protein 1
A2VCV0	PGA_scaffold107240__1_contigs__length_4248:1098-3828	Opioid growth factor receptor-like protein 1
A2VCV0	PGA_scaffold107241__1_contigs__length_4265:1194-3847	Opioid growth factor receptor-like protein 1
A2VCV0	PGA_scaffold91803__1_contigs__length_4248:420-3150	Opioid growth factor receptor-like protein 1
A2VCV0	PGA_scaffold91804__1_contigs__length_4265:418-3071	Opioid growth factor receptor-like protein 1
A2VCV0	PGA_scaffold91807__1_contigs__length_4248:1098-3828	Opioid growth factor receptor-like protein 1
A2VCV0	PGA_scaffold91808__1_contigs__length_4265:1194-3847	Opioid growth factor receptor-like protein 1
A2VD00	PGA_scaffold4__129_contigs__length_65288255:20023172-20023760	Eukaryotic translation initiation factor 3 subunit A (eIF3a) (Eukaryotic translation initiation factor 3 subunit 10) (eIF-3-theta)
A2VD00	PGA_scaffold6__104_contigs__length_61759565:52341266-52342226	Eukaryotic translation initiation factor 3 subunit A (eIF3a) (Eukaryotic translation initiation factor 3 subunit 10) (eIF-3-theta)
A2VDD2	PGA_scaffold284723__1_contigs__length_11064:8758-9184	Tctex1 domain-containing protein 1-B (Fragment)
A2VDD2	PGA_scaffold284726__1_contigs__length_11191:8819-9245	Tctex1 domain-containing protein 1-B (Fragment)
A2VDD2	PGA_scaffold284737__1_contigs__length_11064:1880-2306	Tctex1 domain-containing protein 1-B (Fragment)
A2VDD2	PGA_scaffold284740__1_contigs__length_11191:1946-2372	Tctex1 domain-containing protein 1-B (Fragment)
A2VDD2	PGA_scaffold38337__1_contigs__length_10439:5444-7907	Tctex1 domain-containing protein 1-B (Fragment)
A2VDD2	PGA_scaffold65668__1_contigs__length_7967:6830-7253	Tctex1 domain-containing protein 1-B (Fragment)
A2VDD2	PGA_scaffold6__104_contigs__length_61759565:47442001-47442556	Tctex1 domain-containing protein 1-B (Fragment)
A2VDP6	PGA_scaffold18__69_contigs__length_27737463:26363231-26364005	NXPE family member 3 (Protein FAM55C)
A2VDX7	PGA_scaffold66038__1_contigs__length_20194:3538-9114	Exonuclease V (Exo V) (EC 3.1.-.-) (Defects in morphology protein 1 homolog)
A2VE15	PGA_scaffold12__71_contigs__length_50438331:6557663-6558728	Fatty acid desaturase 6 (EC 1.14.19.-)
A2VE15	PGA_scaffold4867__1_contigs__length_3508:303-1368	Fatty acid desaturase 6 (EC 1.14.19.-)
A2VE44	PGA_scaffold29851__1_contigs__length_2717:446-1741	Mediator of RNA polymerase II transcription subunit 25 (Mediator complex subunit 25)
A2VE44	PGA_scaffold65375__1_contigs__length_19995:346-3857	Mediator of RNA polymerase II transcription subunit 25 (Mediator complex subunit 25)
A2VE54	PGA_scaffold143749__1_contigs__length_2202:328-2146	Protein unc-93 homolog A (Unc-93A)
A2VE54	PGA_scaffold143751__1_contigs__length_2202:56-1874	Protein unc-93 homolog A (Unc-93A)
A2VE54	PGA_scaffold149600__1_contigs__length_2202:328-2146	Protein unc-93 homolog A (Unc-93A)
A2VE54	PGA_scaffold149601__1_contigs__length_2202:56-1874	Protein unc-93 homolog A (Unc-93A)
A2VE54	PGA_scaffold29326__1_contigs__length_18380:4280-15733	Protein unc-93 homolog A (Unc-93A)
A2VEI2	PGA_scaffold64938__1_contigs__length_24875:11581-17894	Calcium uptake protein 1 homolog, mitochondrial
A3DH97	PGA_scaffold234916__1_contigs__length_5724:2103-3765	Anti-sigma-I factor RsgI6 (Endo-1,4-beta-xylanase) (EC 3.2.1.8)
A3DH97	PGA_scaffold234918__1_contigs__length_5761:2141-3801	Anti-sigma-I factor RsgI6 (Endo-1,4-beta-xylanase) (EC 3.2.1.8)
A3DH97	PGA_scaffold234920__1_contigs__length_5724:1959-3621	Anti-sigma-I factor RsgI6 (Endo-1,4-beta-xylanase) (EC 3.2.1.8)
A3DH97	PGA_scaffold234922__1_contigs__length_5761:1960-3620	Anti-sigma-I factor RsgI6 (Endo-1,4-beta-xylanase) (EC 3.2.1.8)
A3DH97	PGA_scaffold242224__1_contigs__length_5724:2103-3765	Anti-sigma-I factor RsgI6 (Endo-1,4-beta-xylanase) (EC 3.2.1.8)
A3DH97	PGA_scaffold242226__1_contigs__length_5761:2141-3801	Anti-sigma-I factor RsgI6 (Endo-1,4-beta-xylanase) (EC 3.2.1.8)
A3DH97	PGA_scaffold242228__1_contigs__length_5724:1959-3621	Anti-sigma-I factor RsgI6 (Endo-1,4-beta-xylanase) (EC 3.2.1.8)
A3DH97	PGA_scaffold242230__1_contigs__length_5761:1960-3620	Anti-sigma-I factor RsgI6 (Endo-1,4-beta-xylanase) (EC 3.2.1.8)
A3DH97	PGA_scaffold267128__1_contigs__length_6466:3431-6466	Anti-sigma-I factor RsgI6 (Endo-1,4-beta-xylanase) (EC 3.2.1.8)
A3DH97	PGA_scaffold267129__1_contigs__length_6637:3597-6637	Anti-sigma-I factor RsgI6 (Endo-1,4-beta-xylanase) (EC 3.2.1.8)
A3DH97	PGA_scaffold267130__1_contigs__length_6637:0-3040	Anti-sigma-I factor RsgI6 (Endo-1,4-beta-xylanase) (EC 3.2.1.8)
A3DH97	PGA_scaffold267131__1_contigs__length_6466:0-3035	Anti-sigma-I factor RsgI6 (Endo-1,4-beta-xylanase) (EC 3.2.1.8)
A3FM55	PGA_scaffold65120__1_contigs__length_16988:5939-13612	C-type lectin 1 (CTL)
A3KG59	PGA_scaffold3__111_contigs__length_57743597:15268694-15277394	Peptidase M20 domain-containing protein 2 (Aminoacylase-1-like protein 2)
A3KMP2	PGA_scaffold31675__1_contigs__length_3768:66-2894	Tetratricopeptide repeat protein 38 (TPR repeat protein 38)
A3KMP2	PGA_scaffold5819__1_contigs__length_2105:192-2094	Tetratricopeptide repeat protein 38 (TPR repeat protein 38)
A3KMP2	PGA_scaffold64439__1_contigs__length_3923:2006-3912	Tetratricopeptide repeat protein 38 (TPR repeat protein 38)
A3KN36	PGA_scaffold12__71_contigs__length_50438331:21530734-21533469	Zinc finger protein 19
A3KP85	PGA_scaffold25486__1_contigs__length_1886:1294-1618	Electron transfer flavoprotein beta subunit lysine methyltransferase (EC 2.1.1.-) (ETFB lysine methyltransferase) (ETFB-KMT) (Protein N-lysine methyltransferase METTL20)
A3KQA5	PGA_scaffold3__111_contigs__length_57743597:25301551-25311752	Outer dense fiber protein 3-B (Outer dense fiber of sperm tails protein 3-B) (Outer dense fiber protein 3-like)
A3KQI3	PGA_scaffold18947__1_contigs__length_5482:845-4529	BLOC-1-related complex subunit 8
A3RLT6	PGA_scaffold121509__1_contigs__length_9822:1550-2255	40S ribosomal protein SA
A3RLT6	PGA_scaffold121510__1_contigs__length_9822:1550-2255	40S ribosomal protein SA
A3RLT6	PGA_scaffold121511__1_contigs__length_9822:7567-8272	40S ribosomal protein SA
A3RLT6	PGA_scaffold121512__1_contigs__length_9822:7567-8272	40S ribosomal protein SA
A3RLT6	PGA_scaffold121513__1_contigs__length_10969:1535-2240	40S ribosomal protein SA
A3RLT6	PGA_scaffold121514__1_contigs__length_10969:1535-2240	40S ribosomal protein SA
A3RLT6	PGA_scaffold121519__1_contigs__length_10969:8729-9434	40S ribosomal protein SA
A3RLT6	PGA_scaffold121520__1_contigs__length_10969:8729-9434	40S ribosomal protein SA
A4FNR2	PGA_scaffold12850__1_contigs__length_3975:2914-3782	Glycerol kinase (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase) (Glycerokinase) (GK)
A4FU69	PGA_scaffold6__104_contigs__length_61759565:25476526-25508412	EF-hand calcium-binding domain-containing protein 5
A4IF63	PGA_scaffold162901__1_contigs__length_9563:1119-7267	Tripartite motif-containing protein 2 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRIM2) (RING-type E3 ubiquitin transferase TRIM2)
A4IF63	PGA_scaffold162902__1_contigs__length_9379:1121-7233	Tripartite motif-containing protein 2 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRIM2) (RING-type E3 ubiquitin transferase TRIM2)
A4IF63	PGA_scaffold162903__1_contigs__length_9563:2296-8444	Tripartite motif-containing protein 2 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRIM2) (RING-type E3 ubiquitin transferase TRIM2)
A4IF63	PGA_scaffold162904__1_contigs__length_9379:2146-8258	Tripartite motif-containing protein 2 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRIM2) (RING-type E3 ubiquitin transferase TRIM2)
A4IF63	PGA_scaffold167700__1_contigs__length_3674:1866-2811	Tripartite motif-containing protein 2 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRIM2) (RING-type E3 ubiquitin transferase TRIM2)
A4IF63	PGA_scaffold167706__1_contigs__length_3674:863-1808	Tripartite motif-containing protein 2 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRIM2) (RING-type E3 ubiquitin transferase TRIM2)
A4IF63	PGA_scaffold168922__1_contigs__length_3674:1866-2811	Tripartite motif-containing protein 2 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRIM2) (RING-type E3 ubiquitin transferase TRIM2)
A4IF63	PGA_scaffold168928__1_contigs__length_3674:863-1808	Tripartite motif-containing protein 2 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRIM2) (RING-type E3 ubiquitin transferase TRIM2)
A4IF63	PGA_scaffold24267__1_contigs__length_2643:221-1484	Tripartite motif-containing protein 2 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRIM2) (RING-type E3 ubiquitin transferase TRIM2)
A4IF63	PGA_scaffold30486__1_contigs__length_2180:1-484	Tripartite motif-containing protein 2 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRIM2) (RING-type E3 ubiquitin transferase TRIM2)
A4IF63	PGA_scaffold4__129_contigs__length_65288255:46495572-46500116	Tripartite motif-containing protein 2 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRIM2) (RING-type E3 ubiquitin transferase TRIM2)
A4IF63	PGA_scaffold62038__1_contigs__length_17804:3771-4425	Tripartite motif-containing protein 2 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRIM2) (RING-type E3 ubiquitin transferase TRIM2)
A4IFB4	PGA_scaffold6__104_contigs__length_61759565:5865388-5867753	BTB/POZ domain-containing protein KCTD7
