A0A0H2VCA1	PGA_scaffold53906__1_contigs__length_4067:460-2508	GO:0009279; GO:0009405; GO:0009986; GO:0016021
A2AVA0	PGA_scaffold263739__1_contigs__length_2565:34-1215	GO:0003682; GO:0005509; GO:0005576; GO:0005615; GO:0005737; GO:0007155; GO:0016020
A2AVA0	PGA_scaffold270456__1_contigs__length_2570:1353-2536	GO:0003682; GO:0005509; GO:0005576; GO:0005615; GO:0005737; GO:0007155; GO:0016020
A2AVA0	PGA_scaffold270461__1_contigs__length_2570:34-1217	GO:0003682; GO:0005509; GO:0005576; GO:0005615; GO:0005737; GO:0007155; GO:0016020
A2AVA0	PGA_scaffold310717__1_contigs__length_16369:11118-14593	GO:0003682; GO:0005509; GO:0005576; GO:0005615; GO:0005737; GO:0007155; GO:0016020
A2AVA0	PGA_scaffold310717__1_contigs__length_16369:11785-14389	GO:0003682; GO:0005509; GO:0005576; GO:0005615; GO:0005737; GO:0007155; GO:0016020
A2AVA0	PGA_scaffold310723__1_contigs__length_16369:1776-5251	GO:0003682; GO:0005509; GO:0005576; GO:0005615; GO:0005737; GO:0007155; GO:0016020
A2AVA0	PGA_scaffold310723__1_contigs__length_16369:1980-4584	GO:0003682; GO:0005509; GO:0005576; GO:0005615; GO:0005737; GO:0007155; GO:0016020
A2AVA0	PGA_scaffold310737__1_contigs__length_3517:2-2015	GO:0003682; GO:0005509; GO:0005576; GO:0005615; GO:0005737; GO:0007155; GO:0016020
A2AVA0	PGA_scaffold310750__1_contigs__length_3517:1502-3515	GO:0003682; GO:0005509; GO:0005576; GO:0005615; GO:0005737; GO:0007155; GO:0016020
A2AVA0	PGA_scaffold310821__1_contigs__length_16369:11118-14593	GO:0003682; GO:0005509; GO:0005576; GO:0005615; GO:0005737; GO:0007155; GO:0016020
A2AVA0	PGA_scaffold310821__1_contigs__length_16369:11785-14389	GO:0003682; GO:0005509; GO:0005576; GO:0005615; GO:0005737; GO:0007155; GO:0016020
A2AVA0	PGA_scaffold310827__1_contigs__length_16369:1776-5251	GO:0003682; GO:0005509; GO:0005576; GO:0005615; GO:0005737; GO:0007155; GO:0016020
A2AVA0	PGA_scaffold310827__1_contigs__length_16369:1980-4584	GO:0003682; GO:0005509; GO:0005576; GO:0005615; GO:0005737; GO:0007155; GO:0016020
A2AVA0	PGA_scaffold310841__1_contigs__length_3517:2-2015	GO:0003682; GO:0005509; GO:0005576; GO:0005615; GO:0005737; GO:0007155; GO:0016020
A2AVA0	PGA_scaffold310854__1_contigs__length_3517:1502-3515	GO:0003682; GO:0005509; GO:0005576; GO:0005615; GO:0005737; GO:0007155; GO:0016020
A2AVA0	PGA_scaffold31570__1_contigs__length_2275:343-535	GO:0003682; GO:0005509; GO:0005576; GO:0005615; GO:0005737; GO:0007155; GO:0016020
A2AVA0	PGA_scaffold32172__1_contigs__length_2759:2402-2594	GO:0003682; GO:0005509; GO:0005576; GO:0005615; GO:0005737; GO:0007155; GO:0016020
A2AVA0	PGA_scaffold38094__1_contigs__length_8227:7087-8044	GO:0003682; GO:0005509; GO:0005576; GO:0005615; GO:0005737; GO:0007155; GO:0016020
A2AVA0	PGA_scaffold3__111_contigs__length_57743597:55968985-55975326	GO:0003682; GO:0005509; GO:0005576; GO:0005615; GO:0005737; GO:0007155; GO:0016020
A2AVA0	PGA_scaffold71239__1_contigs__length_9693:8128-8881	GO:0003682; GO:0005509; GO:0005576; GO:0005615; GO:0005737; GO:0007155; GO:0016020
A2AX52	PGA_scaffold103913__1_contigs__length_2337:74-2278	GO:0005576; GO:0005578; GO:0005581; GO:0007155; GO:0043234; GO:0070208
A2AX52	PGA_scaffold103915__1_contigs__length_2337:59-2263	GO:0005576; GO:0005578; GO:0005581; GO:0007155; GO:0043234; GO:0070208
A2AX52	PGA_scaffold103987__1_contigs__length_2337:74-2278	GO:0005576; GO:0005578; GO:0005581; GO:0007155; GO:0043234; GO:0070208
A2AX52	PGA_scaffold103989__1_contigs__length_2337:59-2263	GO:0005576; GO:0005578; GO:0005581; GO:0007155; GO:0043234; GO:0070208
A2AX52	PGA_scaffold6__104_contigs__length_61759565:2126513-2136672	GO:0005576; GO:0005578; GO:0005581; GO:0007155; GO:0043234; GO:0070208
A2BFP5	PGA_scaffold159480__1_contigs__length_2303:1072-2209	GO:0005886; GO:0015379; GO:0016021; GO:0022820
A2BFP5	PGA_scaffold159481__1_contigs__length_2726:1495-2632	GO:0005886; GO:0015379; GO:0016021; GO:0022820
A2BFP5	PGA_scaffold159484__1_contigs__length_2303:94-1231	GO:0005886; GO:0015379; GO:0016021; GO:0022820
A2BFP5	PGA_scaffold159485__1_contigs__length_2726:94-1231	GO:0005886; GO:0015379; GO:0016021; GO:0022820
A2BFP5	PGA_scaffold159504__1_contigs__length_2303:1072-2209	GO:0005886; GO:0015379; GO:0016021; GO:0022820
A2BFP5	PGA_scaffold159505__1_contigs__length_2726:1495-2632	GO:0005886; GO:0015379; GO:0016021; GO:0022820
A2BFP5	PGA_scaffold159508__1_contigs__length_2303:94-1231	GO:0005886; GO:0015379; GO:0016021; GO:0022820
A2BFP5	PGA_scaffold159509__1_contigs__length_2726:94-1231	GO:0005886; GO:0015379; GO:0016021; GO:0022820
A2BGA0	PGA_scaffold23295__1_contigs__length_10805:4311-8172	GO:0000978; GO:0003700; GO:0005634; GO:0006351; GO:0006357; GO:0021914; GO:0060271
A2BGA0	PGA_scaffold23295__1_contigs__length_10805:85-4288	GO:0000978; GO:0003700; GO:0005634; GO:0006351; GO:0006357; GO:0021914; GO:0060271
A2BGA0	PGA_scaffold41461__1_contigs__length_13505:5024-10386	GO:0000978; GO:0003700; GO:0005634; GO:0006351; GO:0006357; GO:0021914; GO:0060271
A2BGA0	PGA_scaffold41461__1_contigs__length_13505:515-4998	GO:0000978; GO:0003700; GO:0005634; GO:0006351; GO:0006357; GO:0021914; GO:0060271
A2BGL3	PGA_scaffold61204__1_contigs__length_22388:15180-15531	GO:0008146; GO:0016021
A2BGL3	PGA_scaffold66000__1_contigs__length_8207:4616-4967	GO:0008146; GO:0016021
A2BGR3	PGA_scaffold170491__1_contigs__length_2597:1-390	GO:0000777; GO:0003677; GO:0004386; GO:0005524; GO:0007049; GO:0016539; GO:0051301
A2BGR3	PGA_scaffold170492__1_contigs__length_2597:2207-2596	GO:0000777; GO:0003677; GO:0004386; GO:0005524; GO:0007049; GO:0016539; GO:0051301
A2BGR3	PGA_scaffold171720__1_contigs__length_2597:1-390	GO:0000777; GO:0003677; GO:0004386; GO:0005524; GO:0007049; GO:0016539; GO:0051301
A2BGR3	PGA_scaffold171722__1_contigs__length_2597:2207-2596	GO:0000777; GO:0003677; GO:0004386; GO:0005524; GO:0007049; GO:0016539; GO:0051301
A2BGT0	PGA_scaffold6__104_contigs__length_61759565:52002732-52019396	GO:0000422; GO:0004197; GO:0004843; GO:0005739; GO:0005741; GO:0006511; GO:0008053; GO:0016021; GO:0016579; GO:0035871; GO:0044313
A2BIR6	PGA_scaffold43790__1_contigs__length_16731:122-1165	GO:0000287; GO:0005975; GO:0016787
A2CEA7	PGA_scaffold172178__1_contigs__length_4927:77-2314	GO:0005089; GO:0005516; GO:0005789; GO:0005886; GO:0007264; GO:0035023
A2CEA7	PGA_scaffold172179__1_contigs__length_4989:77-2964	GO:0005089; GO:0005516; GO:0005789; GO:0005886; GO:0007264; GO:0035023
A2CEA7	PGA_scaffold172180__1_contigs__length_4927:2613-4850	GO:0005089; GO:0005516; GO:0005789; GO:0005886; GO:0007264; GO:0035023
A2CEA7	PGA_scaffold172181__1_contigs__length_4989:2025-4912	GO:0005089; GO:0005516; GO:0005789; GO:0005886; GO:0007264; GO:0035023
A2CEA7	PGA_scaffold221619__1_contigs__length_4927:77-2314	GO:0005089; GO:0005516; GO:0005789; GO:0005886; GO:0007264; GO:0035023
A2CEA7	PGA_scaffold221620__1_contigs__length_4989:77-2964	GO:0005089; GO:0005516; GO:0005789; GO:0005886; GO:0007264; GO:0035023
A2CEA7	PGA_scaffold221621__1_contigs__length_4927:2613-4850	GO:0005089; GO:0005516; GO:0005789; GO:0005886; GO:0007264; GO:0035023
A2CEA7	PGA_scaffold221622__1_contigs__length_4989:2025-4912	GO:0005089; GO:0005516; GO:0005789; GO:0005886; GO:0007264; GO:0035023
A2CG49	PGA_scaffold38721__1_contigs__length_4461:3912-4430	GO:0001662; GO:0004674; GO:0005085; GO:0005524; GO:0005654; GO:0005829; GO:0005856; GO:0007266; GO:0007528; GO:0007595; GO:0007613; GO:0008344; GO:0009612; GO:0014069; GO:0014909; GO:0030676; GO:0035023; GO:0035176; GO:0042711; GO:0043547; GO:0046872; GO:0046959; GO:0048148; GO:0048168; GO:0048659; GO:0051966; GO:0060125; GO:0060137; GO:0060999; GO:0061003; GO:0061368; GO:0070062; GO:1900273; GO:1903076
A2CG49	PGA_scaffold68790__1_contigs__length_2455:1028-2155	GO:0001662; GO:0004674; GO:0005085; GO:0005524; GO:0005654; GO:0005829; GO:0005856; GO:0007266; GO:0007528; GO:0007595; GO:0007613; GO:0008344; GO:0009612; GO:0014069; GO:0014909; GO:0030676; GO:0035023; GO:0035176; GO:0042711; GO:0043547; GO:0046872; GO:0046959; GO:0048148; GO:0048168; GO:0048659; GO:0051966; GO:0060125; GO:0060137; GO:0060999; GO:0061003; GO:0061368; GO:0070062; GO:1900273; GO:1903076
A2CG49	PGA_scaffold92315__1_contigs__length_12077:2163-2430	GO:0001662; GO:0004674; GO:0005085; GO:0005524; GO:0005654; GO:0005829; GO:0005856; GO:0007266; GO:0007528; GO:0007595; GO:0007613; GO:0008344; GO:0009612; GO:0014069; GO:0014909; GO:0030676; GO:0035023; GO:0035176; GO:0042711; GO:0043547; GO:0046872; GO:0046959; GO:0048148; GO:0048168; GO:0048659; GO:0051966; GO:0060125; GO:0060137; GO:0060999; GO:0061003; GO:0061368; GO:0070062; GO:1900273; GO:1903076
A2CG49	PGA_scaffold92318__1_contigs__length_12077:9647-9914	GO:0001662; GO:0004674; GO:0005085; GO:0005524; GO:0005654; GO:0005829; GO:0005856; GO:0007266; GO:0007528; GO:0007595; GO:0007613; GO:0008344; GO:0009612; GO:0014069; GO:0014909; GO:0030676; GO:0035023; GO:0035176; GO:0042711; GO:0043547; GO:0046872; GO:0046959; GO:0048148; GO:0048168; GO:0048659; GO:0051966; GO:0060125; GO:0060137; GO:0060999; GO:0061003; GO:0061368; GO:0070062; GO:1900273; GO:1903076
A2RRS8	PGA_scaffold18__69_contigs__length_27737463:9872808-9877087	GO:0005813; GO:0005814; GO:0036064; GO:0044782
A2RSY1	PGA_scaffold12__71_contigs__length_50438331:26339283-26368035	GO:0000123; GO:0005634; GO:0005654; GO:0005730; GO:0043231; GO:0043981; GO:0043982; GO:0043984; GO:0043995; GO:0043996; GO:0046972
A2RT62	PGA_scaffold60319__1_contigs__length_11321:5672-11219	GO:0004842; GO:0005737
A2RU49	PGA_scaffold12__71_contigs__length_50438331:38941968-38955768	GO:0005759; GO:0006554; GO:0047992
A2RUV9	PGA_scaffold67749__1_contigs__length_26117:307-5193	GO:0003677; GO:0004181; GO:0004185; GO:0005516; GO:0005615; GO:0006351; GO:0006355; GO:0006518; GO:0008270; GO:0016485
A2RVM0	PGA_scaffold307378__1_contigs__length_10350:544-5469	GO:0005886; GO:0009507; GO:0009706; GO:0009941; GO:0015031; GO:0016491
A2RVM0	PGA_scaffold307379__1_contigs__length_10987:544-5469	GO:0005886; GO:0009507; GO:0009706; GO:0009941; GO:0015031; GO:0016491
A2RVM0	PGA_scaffold307380__1_contigs__length_10350:4881-9806	GO:0005886; GO:0009507; GO:0009706; GO:0009941; GO:0015031; GO:0016491
A2RVM0	PGA_scaffold307381__1_contigs__length_10987:5518-10443	GO:0005886; GO:0009507; GO:0009706; GO:0009941; GO:0015031; GO:0016491
A2T7G6	PGA_scaffold8459__1_contigs__length_1403:850-1012	GO:0000784; GO:0003677; GO:0003700; GO:0006351; GO:0010833; GO:0046872
A2T812	PGA_scaffold18__69_contigs__length_27737463:16116829-16118473	GO:0003677; GO:0003700; GO:0005634; GO:0006351; GO:0046872
A2VCV0	PGA_scaffold107236__1_contigs__length_4248:420-3150	GO:0004872; GO:0016020
A2VCV0	PGA_scaffold107237__1_contigs__length_4265:418-3071	GO:0004872; GO:0016020
A2VCV0	PGA_scaffold107240__1_contigs__length_4248:1098-3828	GO:0004872; GO:0016020
A2VCV0	PGA_scaffold107241__1_contigs__length_4265:1194-3847	GO:0004872; GO:0016020
A2VCV0	PGA_scaffold91803__1_contigs__length_4248:420-3150	GO:0004872; GO:0016020
A2VCV0	PGA_scaffold91804__1_contigs__length_4265:418-3071	GO:0004872; GO:0016020
A2VCV0	PGA_scaffold91807__1_contigs__length_4248:1098-3828	GO:0004872; GO:0016020
A2VCV0	PGA_scaffold91808__1_contigs__length_4265:1194-3847	GO:0004872; GO:0016020
A2VD00	PGA_scaffold4__129_contigs__length_65288255:20023172-20023760	GO:0001732; GO:0003743; GO:0005852
A2VD00	PGA_scaffold6__104_contigs__length_61759565:52341266-52342226	GO:0001732; GO:0003743; GO:0005852
A2VDD2	PGA_scaffold284723__1_contigs__length_11064:8758-9184	
A2VDD2	PGA_scaffold284726__1_contigs__length_11191:8819-9245	
A2VDD2	PGA_scaffold284737__1_contigs__length_11064:1880-2306	
A2VDD2	PGA_scaffold284740__1_contigs__length_11191:1946-2372	
A2VDD2	PGA_scaffold38337__1_contigs__length_10439:5444-7907	
A2VDD2	PGA_scaffold65668__1_contigs__length_7967:6830-7253	
A2VDD2	PGA_scaffold6__104_contigs__length_61759565:47442001-47442556	
A2VDP6	PGA_scaffold18__69_contigs__length_27737463:26363231-26364005	GO:0005576
A2VDX7	PGA_scaffold66038__1_contigs__length_20194:3538-9114	GO:0003677; GO:0005634; GO:0005654; GO:0005829; GO:0036297; GO:0045145; GO:0046872; GO:0051539
A2VE15	PGA_scaffold12__71_contigs__length_50438331:6557663-6558728	GO:0006633; GO:0016021; GO:0016491
A2VE15	PGA_scaffold4867__1_contigs__length_3508:303-1368	GO:0006633; GO:0016021; GO:0016491
A2VE44	PGA_scaffold29851__1_contigs__length_2717:446-1741	GO:0005634; GO:0006351; GO:0006355
A2VE44	PGA_scaffold65375__1_contigs__length_19995:346-3857	GO:0005634; GO:0006351; GO:0006355
A2VE54	PGA_scaffold143749__1_contigs__length_2202:328-2146	GO:0005886; GO:0016021
A2VE54	PGA_scaffold143751__1_contigs__length_2202:56-1874	GO:0005886; GO:0016021
A2VE54	PGA_scaffold149600__1_contigs__length_2202:328-2146	GO:0005886; GO:0016021
A2VE54	PGA_scaffold149601__1_contigs__length_2202:56-1874	GO:0005886; GO:0016021
A2VE54	PGA_scaffold29326__1_contigs__length_18380:4280-15733	GO:0005886; GO:0016021
A2VEI2	PGA_scaffold64938__1_contigs__length_24875:11581-17894	GO:0005509; GO:0005743; GO:0005758; GO:0007615; GO:0016021; GO:0036444; GO:0051561; GO:0072375
A3DH97	PGA_scaffold234916__1_contigs__length_5724:2103-3765	GO:0005886; GO:0016021; GO:0031176; GO:0045493
A3DH97	PGA_scaffold234918__1_contigs__length_5761:2141-3801	GO:0005886; GO:0016021; GO:0031176; GO:0045493
A3DH97	PGA_scaffold234920__1_contigs__length_5724:1959-3621	GO:0005886; GO:0016021; GO:0031176; GO:0045493
A3DH97	PGA_scaffold234922__1_contigs__length_5761:1960-3620	GO:0005886; GO:0016021; GO:0031176; GO:0045493
A3DH97	PGA_scaffold242224__1_contigs__length_5724:2103-3765	GO:0005886; GO:0016021; GO:0031176; GO:0045493
A3DH97	PGA_scaffold242226__1_contigs__length_5761:2141-3801	GO:0005886; GO:0016021; GO:0031176; GO:0045493
A3DH97	PGA_scaffold242228__1_contigs__length_5724:1959-3621	GO:0005886; GO:0016021; GO:0031176; GO:0045493
A3DH97	PGA_scaffold242230__1_contigs__length_5761:1960-3620	GO:0005886; GO:0016021; GO:0031176; GO:0045493
A3DH97	PGA_scaffold267128__1_contigs__length_6466:3431-6466	GO:0005886; GO:0016021; GO:0031176; GO:0045493
A3DH97	PGA_scaffold267129__1_contigs__length_6637:3597-6637	GO:0005886; GO:0016021; GO:0031176; GO:0045493
A3DH97	PGA_scaffold267130__1_contigs__length_6637:0-3040	GO:0005886; GO:0016021; GO:0031176; GO:0045493
A3DH97	PGA_scaffold267131__1_contigs__length_6466:0-3035	GO:0005886; GO:0016021; GO:0031176; GO:0045493
A3FM55	PGA_scaffold65120__1_contigs__length_16988:5939-13612	GO:0005576; GO:0030246; GO:0046872
A3KG59	PGA_scaffold3__111_contigs__length_57743597:15268694-15277394	GO:0005654; GO:0006508; GO:0016805; GO:0032268; GO:0070062
A3KMP2	PGA_scaffold31675__1_contigs__length_3768:66-2894	GO:0070062
A3KMP2	PGA_scaffold5819__1_contigs__length_2105:192-2094	GO:0070062
A3KMP2	PGA_scaffold64439__1_contigs__length_3923:2006-3912	GO:0070062
A3KN36	PGA_scaffold12__71_contigs__length_50438331:21530734-21533469	GO:0003677; GO:0005634; GO:0006351; GO:0006355; GO:0046872
A3KP85	PGA_scaffold25486__1_contigs__length_1886:1294-1618	GO:0005759; GO:0016279; GO:0018023; GO:1904733; GO:1904736
A3KQA5	PGA_scaffold3__111_contigs__length_57743597:25301551-25311752	GO:0005737
A3KQI3	PGA_scaffold18947__1_contigs__length_5482:845-4529	GO:0005765; GO:0099078
A3RLT6	PGA_scaffold121509__1_contigs__length_9822:1550-2255	GO:0003735; GO:0006412; GO:0015935
A3RLT6	PGA_scaffold121510__1_contigs__length_9822:1550-2255	GO:0003735; GO:0006412; GO:0015935
A3RLT6	PGA_scaffold121511__1_contigs__length_9822:7567-8272	GO:0003735; GO:0006412; GO:0015935
A3RLT6	PGA_scaffold121512__1_contigs__length_9822:7567-8272	GO:0003735; GO:0006412; GO:0015935
A3RLT6	PGA_scaffold121513__1_contigs__length_10969:1535-2240	GO:0003735; GO:0006412; GO:0015935
A3RLT6	PGA_scaffold121514__1_contigs__length_10969:1535-2240	GO:0003735; GO:0006412; GO:0015935
A3RLT6	PGA_scaffold121519__1_contigs__length_10969:8729-9434	GO:0003735; GO:0006412; GO:0015935
A3RLT6	PGA_scaffold121520__1_contigs__length_10969:8729-9434	GO:0003735; GO:0006412; GO:0015935
A4FNR2	PGA_scaffold12850__1_contigs__length_3975:2914-3782	GO:0004370; GO:0005524; GO:0006071; GO:0006072; GO:0019563
A4FU69	PGA_scaffold6__104_contigs__length_61759565:25476526-25508412	GO:0005509
A4IF63	PGA_scaffold162901__1_contigs__length_9563:1119-7267	GO:0004842; GO:0005737; GO:0008270; GO:0043523
A4IF63	PGA_scaffold162902__1_contigs__length_9379:1121-7233	GO:0004842; GO:0005737; GO:0008270; GO:0043523
A4IF63	PGA_scaffold162903__1_contigs__length_9563:2296-8444	GO:0004842; GO:0005737; GO:0008270; GO:0043523
A4IF63	PGA_scaffold162904__1_contigs__length_9379:2146-8258	GO:0004842; GO:0005737; GO:0008270; GO:0043523
A4IF63	PGA_scaffold167700__1_contigs__length_3674:1866-2811	GO:0004842; GO:0005737; GO:0008270; GO:0043523
A4IF63	PGA_scaffold167706__1_contigs__length_3674:863-1808	GO:0004842; GO:0005737; GO:0008270; GO:0043523
A4IF63	PGA_scaffold168922__1_contigs__length_3674:1866-2811	GO:0004842; GO:0005737; GO:0008270; GO:0043523
A4IF63	PGA_scaffold168928__1_contigs__length_3674:863-1808	GO:0004842; GO:0005737; GO:0008270; GO:0043523
A4IF63	PGA_scaffold24267__1_contigs__length_2643:221-1484	GO:0004842; GO:0005737; GO:0008270; GO:0043523
A4IF63	PGA_scaffold30486__1_contigs__length_2180:1-484	GO:0004842; GO:0005737; GO:0008270; GO:0043523
A4IF63	PGA_scaffold4__129_contigs__length_65288255:46495572-46500116	GO:0004842; GO:0005737; GO:0008270; GO:0043523
A4IF63	PGA_scaffold62038__1_contigs__length_17804:3771-4425	GO:0004842; GO:0005737; GO:0008270; GO:0043523
A4IFB4	PGA_scaffold6__104_contigs__length_61759565:5865388-5867753	GO:0005829; GO:0005886; GO:0051260
A4IFH5	PGA_scaffold49388__1_contigs__length_15824:11326-15466	GO:0004021; GO:0005615; GO:0005737; GO:0009058; GO:0030170; GO:0042853; GO:0070062
A4IFJ5	PGA_scaffold208298__1_contigs__length_5961:3951-4731	GO:0004622; GO:0004623; GO:0005509; GO:0005544; GO:0005783; GO:0005794; GO:0005811; GO:0005829; GO:0009395; GO:0031410; GO:0042127; GO:0046456; GO:0050482; GO:0071236
A4IFJ5	PGA_scaffold208299__1_contigs__length_6064:4054-4833	GO:0004622; GO:0004623; GO:0005509; GO:0005544; GO:0005783; GO:0005794; GO:0005811; GO:0005829; GO:0009395; GO:0031410; GO:0042127; GO:0046456; GO:0050482; GO:0071236
A4IFJ5	PGA_scaffold208300__1_contigs__length_5961:1230-2010	GO:0004622; GO:0004623; GO:0005509; GO:0005544; GO:0005783; GO:0005794; GO:0005811; GO:0005829; GO:0009395; GO:0031410; GO:0042127; GO:0046456; GO:0050482; GO:0071236
A4IFJ5	PGA_scaffold208301__1_contigs__length_6064:1231-2010	GO:0004622; GO:0004623; GO:0005509; GO:0005544; GO:0005783; GO:0005794; GO:0005811; GO:0005829; GO:0009395; GO:0031410; GO:0042127; GO:0046456; GO:0050482; GO:0071236
A4IFJ6	PGA_scaffold12__71_contigs__length_50438331:36539860-36556588	GO:0000977; GO:0001227; GO:0005634; GO:0006351; GO:0008270; GO:0019904; GO:0043234; GO:0051291
A4IFM3	PGA_scaffold53277__1_contigs__length_12223:1184-6420	GO:0004745; GO:0005730; GO:0005829
A4IG62	PGA_scaffold12__71_contigs__length_50438331:35569813-35599503	GO:0000958; GO:0000962; GO:0000965; GO:0001889; GO:0003677; GO:0003678; GO:0003725; GO:0004004; GO:0005524; GO:0005634; GO:0005739; GO:0005759; GO:0006310; GO:0006401; GO:0030307; GO:0032508; GO:0034458; GO:0035945; GO:0035946; GO:0042645; GO:0043066; GO:0045025; GO:0070584; GO:0070827; GO:2000827
A4IGK3	PGA_scaffold36994__1_contigs__length_8888:408-6813	GO:0003677; GO:0003700; GO:0005634; GO:0006351; GO:0030154; GO:0045600; GO:0045893; GO:0046326; GO:0046889
A4IGL7	PGA_scaffold12__71_contigs__length_50438331:37921282-37935053	GO:0004601; GO:0005615; GO:0006979; GO:0020037; GO:0042744; GO:0046872
A4IHD2	PGA_scaffold173008__1_contigs__length_1854:432-552	GO:0003677; GO:0004386; GO:0005524; GO:0005634
A4IHD2	PGA_scaffold173009__1_contigs__length_1854:1302-1422	GO:0003677; GO:0004386; GO:0005524; GO:0005634
A4IHD2	PGA_scaffold302968__1_contigs__length_1854:432-552	GO:0003677; GO:0004386; GO:0005524; GO:0005634
A4IHD2	PGA_scaffold302969__1_contigs__length_1854:1302-1422	GO:0003677; GO:0004386; GO:0005524; GO:0005634
A4II09	PGA_scaffold12__71_contigs__length_50438331:7004237-7025344	GO:0001732; GO:0002188; GO:0003729; GO:0003743; GO:0005852; GO:0043614; GO:0071540; GO:0071541
A4IIC5	PGA_scaffold108654__1_contigs__length_3614:99-1317	GO:0005385; GO:0016020; GO:0016021; GO:0071577
A4IIC5	PGA_scaffold108656__1_contigs__length_3614:2297-3515	GO:0005385; GO:0016020; GO:0016021; GO:0071577
A4IIC5	PGA_scaffold93813__1_contigs__length_3614:2297-3515	GO:0005385; GO:0016020; GO:0016021; GO:0071577
A4IIC5	PGA_scaffold93815__1_contigs__length_3614:99-1317	GO:0005385; GO:0016020; GO:0016021; GO:0071577
A4IID4	PGA_scaffold209980__1_contigs__length_2207:817-1961	GO:0004430; GO:0005524; GO:0005737; GO:0005741; GO:0016020; GO:0030867; GO:0048015
A4IID4	PGA_scaffold209982__1_contigs__length_2207:246-1390	GO:0004430; GO:0005524; GO:0005737; GO:0005741; GO:0016020; GO:0030867; GO:0048015
A4IID4	PGA_scaffold219666__1_contigs__length_2207:817-1961	GO:0004430; GO:0005524; GO:0005737; GO:0005741; GO:0016020; GO:0030867; GO:0048015
A4IID4	PGA_scaffold219668__1_contigs__length_2207:246-1390	GO:0004430; GO:0005524; GO:0005737; GO:0005741; GO:0016020; GO:0030867; GO:0048015
A4IIW9	PGA_scaffold4__129_contigs__length_65288255:17461011-17462667	GO:0005154; GO:0005578; GO:0005615; GO:0005886; GO:0007165; GO:0007409; GO:0016021
A4J5X2	PGA_scaffold159938__1_contigs__length_1300:0-932	GO:0003743; GO:0003924; GO:0005525; GO:0005737
