#
# Output is generated by GenSAS 7.x-5.0
#
#name     : mRNA
#start    : Start of alignment in subject
#end      : End of alignment in subject
#m_start  : Start of alignment in query
#m_end    : End of alignment in query
#al       : Alignment length
#score    : Row score of the match
#evalue   : E value of the match
#identity : Percentage of identical matches
mame	start	end	score	Accession	match_desc	m_start	m_end	E-value	identity	al
19763-Caligus.00g003310.m01	123	322	274	XP_023336555.1	uncharacterized protein LOC111707655 [Eurytemora affinis]	4	194	5.51781e-27	34.78	207
19763-Caligus.00g003320.m01	15	592	505	XP_015758992.1	PREDICTED: RNA-directed DNA polymerase from mobile element jockey-like [Acropora digitifera]	393	968	8.91102e-51	27.39	595
19763-Caligus.00g003340.m01	13	78	122	XP_011135173.1	uncharacterized protein LOC105180667 [Harpegnathos saltator]	5	66	2.64425e-07	37.88	66
19763-Caligus.00g003370.m01	151	418	299	XP_023243531.1	uncharacterized protein LOC111641584 [Centruroides sculpturatus]	1	259	5.01816e-29	29.45	275
19763-Caligus.00g003380.m01	8	73	159	XP_019886946.1	PREDICTED: uncharacterized protein LOC109610920 [Ooceraea biroi]	2	67	5.31513e-12	48.48	66
19763-Caligus.00g003390.m01	13	188	289	XP_026737518.1	protein GVQW3-like [Trichoplusia ni]	11	185	1.4015e-29	36.93	176
19763-Caligus.00g003410.m01	33	209	257	XP_017463439.1	PREDICTED: uncharacterized protein LOC108356848 [Rhagoletis zephyria]	16	188	1.34367e-24	32.96	179
19763-Caligus.00g003460.m01	88	217	289	XP_014772885.1	PREDICTED: uncharacterized protein LOC106871098 [Octopus bimaculoides]	64	192	3.53311e-30	39.23	130
19763-Caligus.00g003470.m01	25	341	1025	XP_023716485.1	palmitoyltransferase app isoform X3 [Cryptotermes secundus]	1	346	2.28904e-134	57.23	346
19763-Caligus.00g003480.m01	251	323	198	XP_002641086.1	Hypothetical protein CBG17465 [Caenorhabditis briggsae]	2	74	1.00546e-17	49.32	73
19763-Caligus.00g003510.m01	140	228	236	XP_013067275.1	PREDICTED: puromycin-sensitive aminopeptidase-like [Biomphalaria glabrata]	2	91	2.88764e-22	42.22	90
19763-Caligus.00g003540.m01	316	396	321	XP_023345470.1	protein kinase C, brain isozyme-like [Eurytemora affinis]	3	83	9.39377e-34	93.83	81
19763-Caligus.00g003560.m01	141	245	203	XP_015603808.1	synaptic functional regulator FMR1 isoform X6 [Cephus cinctus]	6	108	1.00016e-16	42.86	105
19763-Caligus.00g003580.m01	165	229	141	XP_022189679.1	BTB/POZ domain-containing protein 3-like isoform X1 [Nilaparvata lugens]	2	66	2.26394e-08	44.62	65
19763-Caligus.00g003600.m01	240	290	173	XP_011135173.1	uncharacterized protein LOC105180667 [Harpegnathos saltator]	87	137	4.01481e-13	60.78	51
19763-Caligus.00g003620.m01	232	283	154	XP_011135173.1	uncharacterized protein LOC105180667 [Harpegnathos saltator]	43	94	3.93572e-11	48.08	52
19763-Caligus.00g003630.m01	72	655	504	XP_015758992.1	PREDICTED: RNA-directed DNA polymerase from mobile element jockey-like [Acropora digitifera]	2	556	3.95104e-52	28.00	600
19763-Caligus.00g003640.m01	36	475	845	XP_015375254.1	PREDICTED: general transcription factor II-I repeat domain-containing protein 2A-like [Diuraphis noxia]	1	434	9.823e-106	40.41	443
19763-Caligus.00g003660.m01	266	545	1063	XP_015428833.1	PREDICTED: SCAN domain-containing protein 3-like [Dufourea novaeangliae]	1	283	4.02201e-141	76.47	289
19763-Caligus.00g003670.m01	76	153	230	XP_015923358.1	SCAN domain-containing protein 3-like [Parasteatoda tepidariorum]	14	91	1.34236e-21	71.79	78
19763-Caligus.00g003680.m01	759	863	169	XP_018497320.1	PREDICTED: uncharacterized protein LOC100898770 [Galendromus occidentalis]	1	105	6.56921e-13	43.81	105
19763-Caligus.00g003720.m01	327	778	1152	XP_018644522.1	hypothetical protein Smp_182910 [Schistosoma mansoni]	3	475	2.47579e-144	47.49	478
19763-Caligus.00g003730.m01	17	230	173	XP_023341554.1	uncharacterized protein LOC111711422 [Eurytemora affinis]	14	226	1.92323e-12	27.31	227
19763-Caligus.00g003740.m01	166	231	155	XP_014759738.1	uncharacterized protein Dana_GF26712 [Drosophila ananassae]	1	66	4.03883e-12	45.45	66
19763-Caligus.00g003760.m01	427	710	348	XP_025268586.1	uncharacterized protein LOC112639318 [Camponotus floridanus]	1	277	1.35605e-34	30.45	289
19763-Caligus.00g003810.m01	16	83	146	XP_014768890.1	PREDICTED: uncharacterized protein LOC106868207 [Octopus bimaculoides]	1	68	2.99503e-10	42.65	68
19763-Caligus.00g003840.m01	42	553	447	XP_015758992.1	PREDICTED: RNA-directed DNA polymerase from mobile element jockey-like [Acropora digitifera]	15	521	1.17047e-45	28.03	528
19763-Caligus.00g003850.m01	414	495	164	XP_015598956.1	uncharacterized protein LOC107269530 [Cephus cinctus]	1	89	1.97007e-12	39.33	89
19763-Caligus.00g003860.m01	240	344	308	XP_014775258.1	PREDICTED: uncharacterized protein LOC106872695 [Octopus bimaculoides]	2	106	4.34782e-33	51.43	105
19763-Caligus.00g003870.m01	183	484	662	XP_026483030.1	zinc finger MYM-type protein 1-like [Ctenocephalides felis]	2	281	8.09566e-81	45.36	302
19763-Caligus.00g003900.m01	567	619	167	XP_023018272.1	uncharacterized protein LOC111507216 [Leptinotarsa decemlineata]	1	53	2.41104e-13	60.38	53
19763-Caligus.00g003920.m01	290	554	619	XP_018578443.1	general transcription factor II-I repeat domain-containing protein 2A-like, partial [Anoplophora glabripennis]	67	337	1.33284e-72	44.12	272
19763-Caligus.00g003930.m01	528	599	312	XP_023341413.1	unconventional myosin-Ib-like, partial [Eurytemora affinis]	2	73	2.11145e-32	79.17	72
19763-Caligus.00g003960.m01	57	184	574	XP_002068926.1	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial [Drosophila willistoni]	2	129	1.51565e-73	78.12	128
19763-Caligus.00g003980.m01	103	368	456	XP_011351175.1	PREDICTED: general transcription factor II-I repeat domain-containing protein 2A-like [Ooceraea biroi]	1	260	8.68383e-52	35.34	266
19763-Caligus.00g003990.m01	229	1092	2012	XP_018644522.1	hypothetical protein Smp_182910 [Schistosoma mansoni]	44	911	0	46.88	881
19763-Caligus.00g004000.m01	78	416	424	XP_018006743.1	PREDICTED: uncharacterized protein LOC108664630 [Hyalella azteca]	60	418	2.70339e-43	31.37	373
19763-Caligus.00g004010.m01	450	619	182	XP_023018272.1	uncharacterized protein LOC111507216 [Leptinotarsa decemlineata]	1	165	8.18767e-14	31.43	175
19763-Caligus.00g004030.m01	67	333	979	XP_023337860.1	actin-like protein 6B [Eurytemora affinis]	22	280	3.77821e-130	65.92	267
19763-Caligus.00g004070.m01	9	118	168	XP_019886946.1	PREDICTED: uncharacterized protein LOC109610920 [Ooceraea biroi]	1	106	4.25217e-13	36.94	111
19763-Caligus.00g004090.m01	126	177	139	XP_018360127.1	PREDICTED: uncharacterized protein LOC108759269 [Trachymyrmex cornetzi]	1	52	1.77321e-09	50.00	52
19763-Caligus.00g004100.m01	160	246	223	XP_025997123.1	uncharacterized protein LOC113005585, partial [Solenopsis invicta]	1	87	5.04513e-21	44.83	87
19763-Caligus.00g004160.m01	763	850	294	XP_014371084.1	PREDICTED: uncharacterized protein LOC106720810 [Papilio machaon]	2	92	3.83773e-30	60.44	91
19763-Caligus.00g004170.m01	173	317	296	XP_004209177.2	PREDICTED: uncharacterized protein LOC101241532 [Hydra vulgaris]	2	142	8.93793e-30	43.45	145
19763-Caligus.00g004180.m01	924	1804	1600	XP_011560756.1	PREDICTED: uncharacterized protein LOC105391048 [Plutella xylostella]	318	1130	0	39.78	910
19763-Caligus.00g004190.m01	44	86	126	XP_018338328.1	PREDICTED: uncharacterized protein LOC108746204 [Trachymyrmex septentrionalis]	5	47	1.38475e-08	48.84	43
19763-Caligus.00g004200.m01	91	187	176	XP_018301780.1	PREDICTED: histone-lysine N-methyltransferase SETMAR-like [Trachymyrmex zeteki]	14	105	6.886e-15	40.82	98
19763-Caligus.00g004210.m01	76	176	134	XP_025198400.1	uncharacterized protein LOC112596810 [Melanaphis sacchari]	3	95	1.2405e-08	38.24	102
19763-Caligus.00g004220.m01	669	767	205	XP_011681983.1	PREDICTED: zinc finger MYM-type protein 1-like [Strongylocentrotus purpuratus]	14	112	9.07541e-18	44.44	99
19763-Caligus.00g004240.m01	382	656	1316	XP_021941357.1	transportin-1 isoform X2 [Zootermopsis nevadensis]	1	276	6.0454e-175	89.86	276
19763-Caligus.00g004270.m01	827	962	211	XP_014675268.1	PREDICTED: uncharacterized protein K02A2.6-like [Priapulus caudatus]	11	157	6.27222e-18	36.73	147
19763-Caligus.00g004280.m01	268	501	225	XP_015777278.1	PREDICTED: RNA-directed DNA polymerase from mobile element jockey-like [Acropora digitifera]	4	224	5.46414e-19	29.34	242
19763-Caligus.00g004300.m01	32	140	259	XP_026763663.1	uncharacterized protein LOC113522188 [Galleria mellonella]	49	162	2.93111e-25	42.11	114
19763-Caligus.00g004310.m01	79	139	239	XP_012557704.1	PREDICTED: histone-lysine N-methyltransferase SETMAR-like, partial [Hydra vulgaris]	1	61	6.61523e-25	75.41	61
19763-Caligus.00g004340.m01	1185	1238	279	XP_019549182.1	PREDICTED: mucin-5AC isoform X1 [Aedes albopictus]	11	64	1.17337e-28	83.33	54
19763-Caligus.00g004380.m01	73	653	723	XP_018343251.1	PREDICTED: uncharacterized protein LOC108749199 [Trachymyrmex septentrionalis]	68	664	2.98805e-83	33.33	609
19763-Caligus.00g004420.m01	24	125	517	XP_014219708.1	histone H2A-like [Copidosoma floridanum]	23	124	4.55849e-67	99.02	102
19763-Caligus.00g004430.m01	57	123	347	XP_012253471.1	histone H2B [Athalia rosae]	1	67	4.40461e-42	100.00	67
19763-Caligus.00g004440.m01	1	86	307	XP_001862652.1	histone H2B.1/H2B.2 [Culex quinquefasciatus]	1	87	2.8744e-35	72.73	88
19763-Caligus.00g004450.m01	24	125	435	XP_014214547.1	histone H2A [Copidosoma floridanum]	23	114	1.11559e-54	87.25	102
19763-Caligus.00g004460.m01	1	123	497	XP_011311701.1	PREDICTED: histone H2B-like [Fopius arisanus]	1	125	6.26653e-64	91.20	125
19763-Caligus.00g004470.m01	1	123	497	XP_011311701.1	PREDICTED: histone H2B-like [Fopius arisanus]	1	125	6.26653e-64	92.00	125
19763-Caligus.00g004480.m01	24	125	517	XP_014219708.1	histone H2A-like [Copidosoma floridanum]	23	124	4.55849e-67	99.02	102
19763-Caligus.00g004490.m01	36	88	277	XP_013138676.1	PREDICTED: histone H2B [Papilio polytes]	37	89	2.50449e-30	96.23	53
19763-Caligus.00g004500.m01	1	123	416	XP_015610268.1	histone H2B [Cephus cinctus]	1	103	5.15314e-52	79.67	123
19763-Caligus.00g004510.m01	24	125	517	XP_014219708.1	histone H2A-like [Copidosoma floridanum]	23	124	4.55849e-67	99.02	102
19763-Caligus.00g004520.m01	56	125	350	XP_014214547.1	histone H2A [Copidosoma floridanum]	1	70	1.50659e-42	98.57	70
19763-Caligus.00g004530.m01	151	200	134	XP_018368308.1	PREDICTED: uncharacterized protein LOC108764518 [Trachymyrmex cornetzi]	47	96	1.31555e-08	48.00	50
19763-Caligus.00g004540.m01	63	144	169	XP_021694325.1	uncharacterized protein LOC110674337 [Aedes aegypti]	7	86	3.2889e-14	43.90	82
19763-Caligus.00g004550.m01	345	404	187	XP_023347141.1	uncharacterized protein LOC111715966 [Eurytemora affinis]	2	61	9.44571e-15	53.33	60
19763-Caligus.00g004560.m01	1	83	399	XP_022212792.1	ADP-ribosylation factor-like protein 1 [Drosophila obscura]	1	83	4.14343e-48	87.95	83
19763-Caligus.00g004570.m01	30	140	391	XP_023327283.1	zinc finger and SCAN domain-containing protein 10-like [Eurytemora affinis]	2	112	4.04919e-43	62.16	111
19763-Caligus.00g004620.m01	16	107	149	XP_014768890.1	PREDICTED: uncharacterized protein LOC106868207 [Octopus bimaculoides]	1	91	1.11594e-10	40.22	92
19763-Caligus.00g004630.m01	88	590	539	XP_015778019.1	PREDICTED: uncharacterized protein K02A2.6-like [Acropora digitifera]	137	659	5.49509e-56	30.36	550
19763-Caligus.00g004640.m01	259	329	185	XP_025997123.1	uncharacterized protein LOC113005585, partial [Solenopsis invicta]	1	72	1.07006e-15	44.44	72
19763-Caligus.00g004730.m01	1	99	409	XP_012150433.1	PREDICTED: 60S ribosomal protein L18 [Megachile rotundata]	1	99	4.6879e-50	74.75	99
19763-Caligus.00g004740.m01	121	188	266	XP_002068278.1	60S ribosomal protein L18 [Drosophila willistoni]	1	67	4.20152e-29	77.94	68
19763-Caligus.00g004770.m01	1	246	964	XP_009023111.1	hypothetical protein HELRODRAFT_162756 [Helobdella robusta]	1	245	3.50357e-131	67.89	246
19763-Caligus.00g004800.m01	358	418	131	XP_021939583.1	protein patched isoform X2 [Zootermopsis nevadensis]	2	60	1.37453e-08	42.62	61
19763-Caligus.00g004850.m01	24	109	139	XP_022308069.1	uncharacterized protein K02A2.6-like [Crassostrea virginica]	90	174	4.83762e-08	34.88	86
19763-Caligus.00g004860.m01	31	519	598	XP_021948319.1	beta,beta-carotene 15,15'-dioxygenase-like [Folsomia candida]	49	552	4.0388e-68	31.60	538
19763-Caligus.00g004870.m01	10	220	212	XP_018311841.1	PREDICTED: uncharacterized protein LOC108727992 [Trachymyrmex zeteki]	2	171	1.63131e-18	28.91	211
19763-Caligus.00g004880.m01	31	519	656	XP_021948319.1	beta,beta-carotene 15,15'-dioxygenase-like [Folsomia candida]	49	577	2.51789e-76	32.78	546
19763-Caligus.00g004890.m01	249	482	239	XP_015753290.1	PREDICTED: RNA-directed DNA polymerase from mobile element jockey-like [Acropora digitifera]	4	224	5.03346e-20	29.34	242
19763-Caligus.00g004910.m01	184	408	377	XP_018494926.1	PREDICTED: uncharacterized protein LOC100899270 [Galendromus occidentalis]	1	225	6.27992e-40	35.24	227
19763-Caligus.00g004930.m01	104	348	557	XP_014480046.1	PREDICTED: uncharacterized protein LOC106747214 [Dinoponera quadriceps]	1	239	6.26528e-68	46.12	245
19763-Caligus.00g004940.m01	3	71	158	XP_023322863.1	major facilitator superfamily domain-containing protein 6-like [Eurytemora affinis]	2	73	4.93831e-12	44.44	72
19763-Caligus.00g004950.m01	16	237	591	XP_014775258.1	PREDICTED: uncharacterized protein LOC106872695 [Octopus bimaculoides]	1	222	1.68936e-73	52.25	222
19763-Caligus.00g004960.m01	248	353	259	XP_014775258.1	PREDICTED: uncharacterized protein LOC106872695 [Octopus bimaculoides]	3	95	4.25141e-26	42.45	106
19763-Caligus.00g005000.m01	88	616	554	XP_015778019.1	PREDICTED: uncharacterized protein K02A2.6-like [Acropora digitifera]	140	686	4.01508e-58	30.38	576
19763-Caligus.00g005030.m01	293	961	438	XP_792312.2	PREDICTED: uncharacterized protein LOC587493 [Strongylocentrotus purpuratus]	282	989	7.99379e-42	25.72	727
19763-Caligus.00g005050.m01	272	351	260	XP_011135173.1	uncharacterized protein LOC105180667 [Harpegnathos saltator]	1	80	6.92198e-26	58.75	80
19763-Caligus.00g005080.m01	305	416	184	XP_015761190.1	PREDICTED: RNA-directed DNA polymerase from mobile element jockey-like [Acropora digitifera]	5	123	1.41726e-14	39.50	119
19763-Caligus.00g005090.m01	162	443	445	XP_023349792.1	neurogenic locus notch homolog protein 3-like [Eurytemora affinis]	4	158	3.02003e-49	55.56	153
19763-Caligus.00g005100.m01	668	736	160	XP_026741399.1	Bloom syndrome protein homolog [Trichoplusia ni]	1	68	1.95924e-12	53.62	69
19763-Caligus.00g005120.m01	1	129	181	XP_026737518.1	protein GVQW3-like [Trichoplusia ni]	1	129	4.52251e-13	29.46	129
19763-Caligus.00g005150.m01	387	470	173	XP_006825184.1	PREDICTED: chromodomain Y-like protein 2-like [Saccoglossus kowalevskii]	48	132	3.53948e-13	44.71	85
19763-Caligus.00g005160.m01	112	169	221	XP_011050956.1	PREDICTED: histone-lysine N-methyltransferase SETMAR-like [Acromyrmex echinatior]	1	58	1.83405e-22	74.14	58
19763-Caligus.00g005200.m01	1337	1400	150	XP_015524020.1	PREDICTED: uncharacterized protein LOC107227405 [Neodiprion lecontei]	4	68	5.14765e-11	47.69	65
19763-Caligus.00g005230.m01	1	212	823	XP_009023111.1	hypothetical protein HELRODRAFT_162756 [Helobdella robusta]	1	211	3.42713e-110	67.45	212
19763-Caligus.00g005240.m01	493	612	173	XP_020293917.1	uncharacterized protein LOC109859777, partial [Pseudomyrmex gracilis]	11	138	4.54383e-13	32.81	128
19763-Caligus.00g005250.m01	141	224	166	XP_015603808.1	synaptic functional regulator FMR1 isoform X6 [Cephus cinctus]	6	87	8.46361e-13	42.86	84
19763-Caligus.00g005260.m01	83	272	377	XP_025997123.1	uncharacterized protein LOC113005585, partial [Solenopsis invicta]	14	198	8.00034e-42	45.26	190
19763-Caligus.00g005280.m01	67	129	183	XP_012147732.1	PREDICTED: WD repeat domain phosphoinositide-interacting protein 2 isoform X1 [Megachile rotundata]	1	63	1.05087e-15	77.78	63
19763-Caligus.00g005290.m01	147	194	213	XP_006620760.1	PREDICTED: WD repeat domain phosphoinositide-interacting protein 2-like isoform X2 [Apis dorsata]	1	48	4.64285e-20	81.25	48
19763-Caligus.00g005300.m01	232	277	209	XP_023321817.1	WD repeat domain phosphoinositide-interacting protein 2-like [Eurytemora affinis]	3	48	2.22216e-19	80.43	46
19763-Caligus.00g005320.m01	114	242	352	XP_024215949.1	MKL/myocardin-like protein 2 [Halyomorpha halys]	17	127	2.33164e-36	62.02	129
19763-Caligus.00g005340.m01	387	490	256	XP_011676220.1	PREDICTED: arylsulfatase A [Strongylocentrotus purpuratus]	11	114	1.67549e-24	46.15	104
19763-Caligus.00g005350.m01	41	493	544	XP_008214802.1	PREDICTED: zinc finger protein 37 homolog isoform X3 [Nasonia vitripennis]	19	422	5.14104e-59	34.06	458
19763-Caligus.00g005360.m01	33	143	124	XP_014486661.1	PREDICTED: uncharacterized protein LOC106750673 isoform X2 [Dinoponera quadriceps]	13	127	2.79476e-07	28.70	115
19763-Caligus.00g005370.m01	15	641	530	XP_015758992.1	PREDICTED: RNA-directed DNA polymerase from mobile element jockey-like [Acropora digitifera]	78	687	7.5357e-55	27.13	634
19763-Caligus.00g005380.m01	236	287	211	XP_011135173.1	uncharacterized protein LOC105180667 [Harpegnathos saltator]	23	74	4.08965e-19	63.46	52
19763-Caligus.00g005400.m01	93	150	199	XP_009023697.1	hypothetical protein HELRODRAFT_184778, partial [Helobdella robusta]	1	54	1.97055e-19	70.69	58
19763-Caligus.00g005410.m01	25	313	869	XP_019886946.1	PREDICTED: uncharacterized protein LOC109610920 [Ooceraea biroi]	3	292	2.69769e-114	57.59	290
19763-Caligus.00g005420.m01	22	510	455	XP_015761190.1	PREDICTED: RNA-directed DNA polymerase from mobile element jockey-like [Acropora digitifera]	194	664	1.74884e-45	28.23	503
19763-Caligus.00g005450.m01	71	234	416	XP_023036615.1	uncharacterized protein LOC111519529 isoform X2 [Drosophila willistoni]	16	179	9.97645e-49	51.22	164
19763-Caligus.00g005470.m01	5	291	436	XP_023226142.1	ATP-dependent DNA helicase PIF1-like isoform X1 [Centruroides sculpturatus]	10	260	1.37781e-47	38.10	294
19763-Caligus.00g005480.m01	25	388	960	XP_022187560.1	probable 26S proteasome non-ATPase regulatory subunit 3 [Nilaparvata lugens]	32	404	8.88526e-125	53.05	377
19763-Caligus.00g005500.m01	66	135	258	XP_009014849.1	hypothetical protein HELRODRAFT_184669 [Helobdella robusta]	1	70	3.62879e-27	64.29	70
19763-Caligus.00g005520.m01	140	291	389	XP_022162363.1	general transcription factor II-I repeat domain-containing protein 2-like [Myzus persicae]	13	164	1.16881e-42	51.97	152
19763-Caligus.00g005540.m01	9	188	277	XP_026737518.1	protein GVQW3-like [Trichoplusia ni]	4	185	7.18166e-28	35.52	183
19763-Caligus.00g005550.m01	195	334	229	XP_025206449.1	protein GVQW3-like [Melanaphis sacchari]	1	131	3.17773e-21	35.00	140
19763-Caligus.00g005560.m01	115	163	137	XP_025407116.1	zinc finger BED domain-containing protein 5-like [Sipha flava]	15	68	8.12671e-10	55.56	54
19763-Caligus.00g005570.m01	18	109	160	XP_017482701.1	PREDICTED: uncharacterized protein LOC108371609 isoform X2 [Rhagoletis zephyria]	1	91	3.29088e-13	39.13	92
19763-Caligus.00g005600.m01	48	178	166	XP_023325737.1	uncharacterized protein LOC111699325 [Eurytemora affinis]	1	109	1.80252e-13	36.84	133
19763-Caligus.00g005630.m01	12	226	334	XP_023953823.1	uncharacterized protein LOC112057609, partial [Bicyclus anynana]	31	237	5.03885e-36	34.42	215
19763-Caligus.00g005640.m01	44	126	165	XP_018338328.1	PREDICTED: uncharacterized protein LOC108746204 [Trachymyrmex septentrionalis]	5	86	5.78144e-14	40.96	83
19763-Caligus.00g005650.m01	13	145	164	XP_026323160.1	protein GVQW3-like [Hyposmocoma kahamanoa]	11	152	5.30741e-12	27.97	143
19763-Caligus.00g005680.m01	238	298	225	XP_019886946.1	PREDICTED: uncharacterized protein LOC109610920 [Ooceraea biroi]	1	61	3.56626e-21	60.66	61
19763-Caligus.00g005690.m01	4	484	426	XP_015753290.1	PREDICTED: RNA-directed DNA polymerase from mobile element jockey-like [Acropora digitifera]	386	867	1.91916e-41	27.66	488
19763-Caligus.00g005700.m01	161	231	179	XP_014759738.1	uncharacterized protein Dana_GF26712 [Drosophila ananassae]	41	101	4.65152e-15	49.30	71
19763-Caligus.00g005710.m01	135	353	420	XP_014775258.1	PREDICTED: uncharacterized protein LOC106872695 [Octopus bimaculoides]	1	204	4.01582e-48	39.27	219
19763-Caligus.00g005760.m01	272	353	243	XP_014775258.1	PREDICTED: uncharacterized protein LOC106872695 [Octopus bimaculoides]	1	82	4.68734e-24	48.78	82
19763-Caligus.00g005770.m01	24	101	183	XP_014782038.1	PREDICTED: uncharacterized protein LOC106877607 [Octopus bimaculoides]	10	87	1.45662e-16	51.28	78
19763-Caligus.00g005780.m01	1106	1476	1096	XP_017474158.1	PREDICTED: uncharacterized protein LOC108364819 isoform X2 [Rhagoletis zephyria]	15	382	2.42575e-135	56.33	371
19763-Caligus.00g005800.m01	325	509	394	XP_023315196.1	zinc finger protein OZF-like [Trichogramma pretiosum]	100	280	2.1537e-41	40.54	185
